illumina 1 1 1 100.0
illumina 2 5 5 100.0
illumina 3 10 10 100.0
illumina 4 14 14 100.0
illumina 5 14 14 100.0
illumina 6 16 16 100.0
illumina 7 17 17 100.0
illumina 8 14 14 100.0
illumina 9 17 17 100.0
illumina 10 21 20 95.23809523809523
illumina 11 21 19 90.47619047619048
illumina 12 24 22 91.66666666666666
illumina 13 28 27 96.42857142857143
illumina 14 29 26 89.65517241379311
illumina 15 26 26 100.0
illumina 16 30 30 100.0
illumina 17 26 26 100.0
illumina 18 36 35 97.22222222222221
illumina 19 54 54 100.0
illumina 20 60 60 100.0
illumina 21 86 83 96.51162790697676
illumina 22 104 104 100.0
illumina 23 136 136 100.0
illumina 24 156 154 98.71794871794873
illumina 25 158 158 100.0
illumina 26 161 160 99.37888198757764
illumina 27 161 159 98.75776397515527
illumina 28 160 158 98.75
illumina 29 160 160 100.0
illumina 30 143 143 100.0
illumina 31 136 136 100.0
illumina 32 169 169 100.0
illumina 33 174 174 100.0
illumina 34 226 224 99.11504424778761
illumina 35 227 227 100.0
illumina 36 239 239 100.0
illumina 37 261 260 99.61685823754789
illumina 38 403 403 100.0
illumina 39 549 549 100.0
illumina 40 695 693 99.71223021582733
illumina 41 1424 1424 100.0
illumina 42 1565 1560 99.68051118210862
illumina 43 1920 1920 100.0
illumina 44 2441 2440 99.95903318312168
illumina 45 2514 2512 99.92044550517105
illumina 46 3422 3422 100.0
illumina 47 3445 3444 99.97097242380262
illumina 48 3464 3462 99.94226327944573
illumina 49 3489 3486 99.91401547721411
illumina 50 3495 3494 99.97138769670958
illumina 51 3483 3483 100.0
illumina 52 3528 3527 99.97165532879818
illumina 53 3496 3496 100.0
illumina 54 3488 3487 99.97133027522935
illumina 55 3439 3413 99.24396626926432
illumina 56 3436 3435 99.97089639115251
illumina 57 3413 3407 99.82420158218575
illumina 58 3387 3385 99.94095069382935
illumina 59 3325 3325 100.0
illumina 60 3135 3130 99.84051036682615
illumina 61 3214 3213 99.96888612321095
illumina 62 2880 2871 99.6875
illumina 63 3280 3277 99.90853658536587
illumina 64 2974 2973 99.96637525218561
illumina 65 2436 2428 99.67159277504105
illumina 66 2386 2385 99.95808885163453
illumina 67 1416 1413 99.78813559322035
illumina 68 1423 1421 99.85945186226283
illumina 69 1484 1482 99.86522911051213
illumina 70 1496 1487 99.39839572192514
illumina 71 1551 1551 100.0
illumina 72 1578 1576 99.87325728770595
illumina 73 1641 1637 99.75624619134675
illumina 74 1646 1640 99.63547995139733
illumina 75 1661 1659 99.87959060806743
illumina 76 1679 1676 99.82132221560452
illumina 77 1730 1721 99.47976878612717
illumina 78 1764 1762 99.88662131519274
illumina 79 1777 1774 99.83117613956107
illumina 80 1780 1780 100.0
illumina 81 1770 1770 100.0
illumina 82 1614 1613 99.93804213135068
illumina 83 1091 1089 99.8166819431714
illumina 84 631 628 99.52456418383518
illumina 85 596 596 100.0
illumina 86 545 543 99.63302752293578
illumina 87 519 519 100.0
illumina 88 500 499 99.8
illumina 89 480 480 100.0
illumina 90 474 474 100.0
illumina 91 429 429 100.0
illumina 92 354 354 100.0
illumina 93 308 307 99.67532467532467
illumina 94 239 239 100.0
illumina 95 167 166 99.40119760479041
illumina 96 166 166 100.0
illumina 97 148 147 99.32432432432432
illumina 98 123 123 100.0
illumina 99 103 103 100.0
illumina 100 107 107 100.0
illumina 101 85 84 98.82352941176471
illumina 102 74 74 100.0
illumina 103 80 80 100.0
illumina 104 91 90 98.9010989010989
illumina 105 121 120 99.17355371900827
illumina 106 164 164 100.0
illumina 107 166 166 100.0
illumina 108 171 171 100.0
illumina 109 216 216 100.0
illumina 110 210 210 100.0
illumina 111 220 220 100.0
illumina 112 225 225 100.0
illumina 113 240 240 100.0
illumina 114 247 247 100.0
illumina 115 274 273 99.63503649635037
illumina 116 289 286 98.96193771626297
illumina 117 301 301 100.0
illumina 118 305 305 100.0
illumina 119 331 326 98.48942598187311
illumina 120 380 379 99.73684210526315
illumina 121 389 384 98.7146529562982
illumina 122 382 382 100.0
illumina 123 372 369 99.19354838709677
illumina 124 376 376 100.0
illumina 125 377 376 99.73474801061008
illumina 126 411 409 99.51338199513383
illumina 127 358 358 100.0
illumina 128 364 364 100.0
illumina 129 337 337 100.0
illumina 130 327 327 100.0
illumina 131 328 328 100.0
illumina 132 367 365 99.45504087193461
illumina 133 391 389 99.48849104859335
illumina 134 424 423 99.76415094339622
illumina 135 451 451 100.0
illumina 136 518 518 100.0
illumina 137 513 512 99.80506822612085
illumina 138 516 516 100.0
illumina 139 518 518 100.0
illumina 140 493 493 100.0
illumina 141 408 408 100.0
illumina 142 407 404 99.26289926289927
illumina 143 435 434 99.77011494252874
illumina 144 452 447 98.89380530973452
illumina 145 464 463 99.78448275862068
illumina 146 462 462 100.0
illumina 147 450 450 100.0
illumina 148 410 408 99.51219512195122
illumina 149 415 414 99.75903614457832
illumina 150 568 562 98.94366197183099
illumina 151 585 585 100.0
illumina 152 676 665 98.37278106508876
illumina 153 652 650 99.69325153374233
illumina 154 639 638 99.8435054773083
illumina 155 643 637 99.06687402799378
illumina 156 618 618 100.0
illumina 157 636 636 100.0
illumina 158 661 657 99.39485627836612
illumina 159 729 728 99.86282578875172
illumina 160 3617 3613 99.88941111418302
illumina 161 3658 3656 99.94532531437945
illumina 162 3681 3676 99.86416734582994
illumina 163 3695 3694 99.97293640054127
illumina 164 3663 3652 99.69969969969969
illumina 165 3642 3636 99.835255354201
illumina 166 3678 3674 99.89124524197933
illumina 167 3825 3821 99.89542483660131
illumina 168 3818 3806 99.68569931901519
illumina 169 3803 3800 99.92111490928215
illumina 170 3684 3683 99.9728555917481
illumina 171 3617 3617 100.0
illumina 172 3610 3606 99.88919667590028
illumina 173 3524 3524 100.0
illumina 174 3514 3514 100.0
illumina 175 3514 3508 99.82925441092772
illumina 176 3498 3498 100.0
illumina 177 3511 3509 99.94303617203076
illumina 178 3479 3477 99.94251221615407
illumina 179 3425 3424 99.97080291970802
illumina 180 3377 3376 99.97038791827066
illumina 181 615 613 99.67479674796748
illumina 182 518 518 100.0
illumina 183 523 487 93.11663479923517
illumina 184 517 516 99.80657640232108
illumina 185 520 517 99.42307692307692
illumina 186 485 481 99.17525773195877
illumina 187 455 455 100.0
illumina 188 294 293 99.65986394557824
illumina 189 248 247 99.59677419354838
illumina 190 207 207 100.0
illumina 191 243 242 99.58847736625515
illumina 192 242 241 99.58677685950413
illumina 193 242 241 99.58677685950413
illumina 194 233 231 99.14163090128756
illumina 195 212 212 100.0
illumina 196 208 208 100.0
illumina 197 194 194 100.0
illumina 198 198 198 100.0
illumina 199 210 210 100.0
illumina 200 239 239 100.0
illumina 201 251 249 99.20318725099602
illumina 202 192 192 100.0
illumina 203 200 199 99.5
illumina 204 183 183 100.0
illumina 205 200 198 99.0
illumina 206 198 197 99.4949494949495
illumina 207 408 405 99.26470588235294
illumina 208 412 410 99.51456310679612
illumina 209 426 425 99.76525821596243
illumina 210 448 448 100.0
illumina 211 475 475 100.0
illumina 212 759 759 100.0
illumina 213 800 800 100.0
illumina 214 1026 1025 99.90253411306043
illumina 215 1059 1053 99.43342776203966
illumina 216 1307 1303 99.69395562356542
illumina 217 1400 1399 99.92857142857143
illumina 218 1664 1664 100.0
illumina 219 1686 1681 99.70344009489916
illumina 220 1693 1693 100.0
illumina 221 1690 1685 99.70414201183432
illumina 222 1734 1732 99.88465974625143
illumina 223 1783 1782 99.94391475042063
illumina 224 1777 1774 99.83117613956107
illumina 225 1779 1771 99.55030916245082
illumina 226 1795 1793 99.88857938718662
illumina 227 1782 1773 99.4949494949495
illumina 228 1777 1774 99.83117613956107
illumina 229 1586 1584 99.87389659520807
illumina 230 1569 1568 99.93626513702995
illumina 231 1535 1535 100.0
illumina 232 1511 1511 100.0
illumina 233 1222 1219 99.7545008183306
illumina 234 1195 1195 100.0
illumina 235 926 923 99.67602591792657
illumina 236 776 776 100.0
illumina 237 641 641 100.0
illumina 238 631 630 99.84152139461173
illumina 239 346 321 92.77456647398844
illumina 240 347 346 99.71181556195965
illumina 241 395 393 99.49367088607595
illumina 242 401 398 99.25187032418953
illumina 243 365 364 99.72602739726028
illumina 244 341 339 99.41348973607037
illumina 245 309 304 98.38187702265373
illumina 246 317 315 99.36908517350159
illumina 247 332 328 98.79518072289156
illumina 248 359 357 99.44289693593315
illumina 249 425 425 100.0
illumina 250 383 382 99.73890339425587
